problem_feature_map_id,problem_id,feature_id,feature_value_id,value_numeric,value_text,truth_status,is_defining,conditions,confidence,source_ids,last_verified
PFM00249,PA018,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00250,PA018,F_OBJECTIVE_FORM,FV0012,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00251,PA018,F_CONVEXITY,FV0019,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00252,PA018,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00253,PA018,F_DERIVATIVE_ACCESS,FV0030,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00254,PA018,F_CONSTRAINT_CLASS,FV0043,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00255,PA018,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00256,PA018,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00257,PA018,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00258,PA018,F_SOLUTION_GOAL,FV0071,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00259,PA018,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00260,PA018,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00261,PA018,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00262,PA018,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S012;S016;S062,2026-07-13
PFM00263,PA018,F_STRUCTURE_LP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S012;S016;S062,2026-07-13
PFM00264,PA018,F_STRUCTURE_QP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S012;S016;S062,2026-07-13
PFM00265,PA018,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S012;S016;S062,2026-07-13
PFM00266,PA019,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00267,PA019,F_OBJECTIVE_FORM,FV0012,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00268,PA019,F_CONVEXITY,FV0022,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00269,PA019,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00270,PA019,F_DERIVATIVE_ACCESS,FV0030,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00271,PA019,F_CONSTRAINT_CLASS,FV0045,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00272,PA019,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00273,PA019,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00274,PA019,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00275,PA019,F_SOLUTION_GOAL,FV0071,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00276,PA019,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00277,PA019,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00278,PA019,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00279,PA019,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00280,PA019,F_STRUCTURE_QP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S021;S024;S028,2026-07-13
PFM00281,PA019,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S021;S024;S028,2026-07-13
PFM00282,PA020,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00283,PA020,F_OBJECTIVE_FORM,FV0011,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00284,PA020,F_CONVEXITY,FV0019,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00285,PA020,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00286,PA020,F_DERIVATIVE_ACCESS,FV0030,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00287,PA020,F_CONSTRAINT_CLASS,FV0048,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00288,PA020,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00289,PA020,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00290,PA020,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00291,PA020,F_SOLUTION_GOAL,FV0071,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00292,PA020,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00293,PA020,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00294,PA020,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00295,PA020,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S010;S013;S014;S028;S055,2026-07-13
PFM00296,PA020,F_STRUCTURE_LP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S010;S013;S014;S028;S055,2026-07-13
PFM00297,PA020,F_STRUCTURE_CONIC,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S010;S013;S014;S028;S055,2026-07-13
PFM00298,PA020,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S010;S013;S014;S028;S055,2026-07-13
PFM00299,PA021,F_VARIABLE_DOMAIN,FV0007,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00300,PA021,F_OBJECTIVE_FORM,FV0011,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00301,PA021,F_CONVEXITY,FV0019,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00302,PA021,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00303,PA021,F_DERIVATIVE_ACCESS,FV0030,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00304,PA021,F_CONSTRAINT_CLASS,FV0049,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00305,PA021,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00306,PA021,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00307,PA021,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00308,PA021,F_SOLUTION_GOAL,FV0071,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00309,PA021,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00310,PA021,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00311,PA021,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00312,PA021,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S015;S028;S055,2026-07-13
PFM00313,PA021,F_STRUCTURE_LP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S015;S028;S055,2026-07-13
PFM00314,PA021,F_STRUCTURE_SDP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S015;S028;S055,2026-07-13
PFM00315,PA021,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S015;S028;S055,2026-07-13
PFM00316,PA022,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00317,PA022,F_OBJECTIVE_FORM,FV0012,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00318,PA022,F_CONVEXITY,FV0019,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00319,PA022,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00320,PA022,F_DERIVATIVE_ACCESS,FV0030,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00321,PA022,F_CONSTRAINT_CLASS,FV0048,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00322,PA022,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00323,PA022,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00324,PA022,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00325,PA022,F_SOLUTION_GOAL,FV0071,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00326,PA022,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00327,PA022,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00328,PA022,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00329,PA022,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S010;S013;S014;S028,2026-07-13
PFM00330,PA022,F_STRUCTURE_QP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S010;S013;S014;S028,2026-07-13
PFM00331,PA022,F_STRUCTURE_CONIC,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S010;S013;S014;S028,2026-07-13
PFM00332,PA022,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S010;S013;S014;S028,2026-07-13
PFM00333,PA023,F_VARIABLE_DOMAIN,FV0005,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00334,PA023,F_OBJECTIVE_FORM,FV0011,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00335,PA023,F_CONVEXITY,FV0022,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00336,PA023,F_SMOOTHNESS,FV0028,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00337,PA023,F_DERIVATIVE_ACCESS,FV0038,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00338,PA023,F_CONSTRAINT_CLASS,FV0045,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00339,PA023,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00340,PA023,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00341,PA023,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00342,PA023,F_SOLUTION_GOAL,FV0072,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00343,PA023,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00344,PA023,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00345,PA023,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00346,PA023,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S005;S016;S021;S024,2026-07-13
PFM00347,PA023,F_STRUCTURE_LP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S005;S016;S021;S024,2026-07-13
PFM00348,PA023,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S005;S016;S021;S024,2026-07-13
PFM00349,PA024,F_VARIABLE_DOMAIN,FV0005,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00350,PA024,F_OBJECTIVE_FORM,FV0012,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00351,PA024,F_CONVEXITY,FV0022,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00352,PA024,F_SMOOTHNESS,FV0028,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00353,PA024,F_DERIVATIVE_ACCESS,FV0038,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00354,PA024,F_CONSTRAINT_CLASS,FV0045,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00355,PA024,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00356,PA024,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00357,PA024,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00358,PA024,F_SOLUTION_GOAL,FV0072,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00359,PA024,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00360,PA024,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00361,PA024,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00362,PA024,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S021;S024;S028,2026-07-13
PFM00363,PA024,F_STRUCTURE_QP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S021;S024;S028,2026-07-13
PFM00364,PA024,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S021;S024;S028,2026-07-13
PFM00365,PA025,F_VARIABLE_DOMAIN,FV0005,,,yes,yes,,high,S021;S029,2026-07-13
PFM00366,PA025,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S021;S029,2026-07-13
PFM00367,PA025,F_CONVEXITY,FV0022,,,yes,yes,,high,S021;S029,2026-07-13
PFM00368,PA025,F_SMOOTHNESS,FV0028,,,yes,yes,,high,S021;S029,2026-07-13
PFM00369,PA025,F_DERIVATIVE_ACCESS,FV0038,,,yes,yes,,high,S021;S029,2026-07-13
PFM00370,PA025,F_CONSTRAINT_CLASS,FV0045,,,yes,yes,,high,S021;S029,2026-07-13
PFM00371,PA025,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S021;S029,2026-07-13
PFM00372,PA025,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S021;S029,2026-07-13
PFM00373,PA025,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S021;S029,2026-07-13
PFM00374,PA025,F_SOLUTION_GOAL,FV0071,,,yes,yes,,high,S021;S029,2026-07-13
PFM00375,PA025,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S021;S029,2026-07-13
PFM00376,PA025,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S021;S029,2026-07-13
PFM00377,PA025,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S021;S029,2026-07-13
PFM00378,PA025,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S021;S029,2026-07-13
PFM00379,PA025,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S021;S029,2026-07-13
PFM00380,PA026,F_VARIABLE_DOMAIN,FV0005,,,yes,yes,,high,S022;S053,2026-07-13
PFM00381,PA026,F_OBJECTIVE_FORM,,,discrete,unknown,yes,,medium,S022;S053,2026-07-13
PFM00382,PA026,F_CONVEXITY,FV0022,,,yes,yes,,high,S022;S053,2026-07-13
PFM00383,PA026,F_SMOOTHNESS,FV0028,,,yes,yes,,high,S022;S053,2026-07-13
PFM00384,PA026,F_DERIVATIVE_ACCESS,FV0038,,,yes,yes,,high,S022;S053,2026-07-13
PFM00385,PA026,F_CONSTRAINT_CLASS,FV0047,,,yes,yes,,high,S022;S053,2026-07-13
PFM00386,PA026,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S022;S053,2026-07-13
PFM00387,PA026,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S022;S053,2026-07-13
PFM00388,PA026,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S022;S053,2026-07-13
PFM00389,PA026,F_SOLUTION_GOAL,FV0073,,,yes,yes,,high,S022;S053,2026-07-13
PFM00390,PA026,F_SCALE_STRUCTURE,FV0077,,,yes,yes,,high,S022;S053,2026-07-13
PFM00391,PA026,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S022;S053,2026-07-13
PFM00392,PA026,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S022;S053,2026-07-13
PFM00393,PA026,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S022;S053,2026-07-13
PFM00394,PA027,F_VARIABLE_DOMAIN,FV0003,,,yes,yes,,high,S022;S053,2026-07-13
PFM00395,PA027,F_OBJECTIVE_FORM,,,discrete,unknown,yes,,medium,S022;S053,2026-07-13
PFM00396,PA027,F_CONVEXITY,FV0022,,,yes,yes,,high,S022;S053,2026-07-13
PFM00397,PA027,F_SMOOTHNESS,FV0028,,,yes,yes,,high,S022;S053,2026-07-13
PFM00398,PA027,F_DERIVATIVE_ACCESS,FV0038,,,yes,yes,,high,S022;S053,2026-07-13
PFM00399,PA027,F_CONSTRAINT_CLASS,FV0046,,,yes,yes,,high,S022;S053,2026-07-13
PFM00400,PA027,F_DIMENSION_CONTEXT,FV0057,,,yes,yes,,high,S022;S053,2026-07-13
PFM00401,PA027,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S022;S053,2026-07-13
PFM00402,PA027,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S022;S053,2026-07-13
PFM00403,PA027,F_SOLUTION_GOAL,FV0073,,,yes,yes,,high,S022;S053,2026-07-13
PFM00404,PA027,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S022;S053,2026-07-13
PFM00405,PA027,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S022;S053,2026-07-13
PFM00406,PA027,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S022;S053,2026-07-13
PFM00407,PA027,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S022;S053,2026-07-13
PFM00408,PA027,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S022;S053,2026-07-13
PFM00409,PA028,F_VARIABLE_DOMAIN,FV0010,,,yes,yes,,high,S054,2026-07-13
PFM00410,PA028,F_OBJECTIVE_FORM,FV0011,,,yes,yes,,high,S054,2026-07-13
PFM00411,PA028,F_CONVEXITY,FV0019,,,yes,yes,,high,S054,2026-07-13
PFM00412,PA028,F_SMOOTHNESS,FV0028,,,yes,yes,,high,S054,2026-07-13
PFM00413,PA028,F_DERIVATIVE_ACCESS,FV0038,,,yes,yes,,high,S054,2026-07-13
PFM00414,PA028,F_CONSTRAINT_CLASS,FV0047,,,yes,yes,,high,S054,2026-07-13
PFM00415,PA028,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S054,2026-07-13
PFM00416,PA028,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S054,2026-07-13
PFM00417,PA028,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S054,2026-07-13
PFM00418,PA028,F_SOLUTION_GOAL,FV0071,,,yes,yes,,high,S054,2026-07-13
PFM00419,PA028,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S054,2026-07-13
PFM00420,PA028,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S054,2026-07-13
PFM00421,PA028,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S054,2026-07-13
PFM00422,PA028,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S054,2026-07-13
PFM00423,PA028,F_STRUCTURE_LP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S054,2026-07-13
PFM00424,PA028,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S054,2026-07-13
PFM00425,PA029,F_VARIABLE_DOMAIN,FV0010,,,yes,yes,,high,S054,2026-07-13
PFM00426,PA029,F_OBJECTIVE_FORM,FV0011,,,yes,yes,,high,S054,2026-07-13
PFM00427,PA029,F_CONVEXITY,FV0019,,,yes,yes,,high,S054,2026-07-13
PFM00428,PA029,F_SMOOTHNESS,FV0028,,,yes,yes,,high,S054,2026-07-13
PFM00429,PA029,F_DERIVATIVE_ACCESS,FV0038,,,yes,yes,,high,S054,2026-07-13
PFM00430,PA029,F_CONSTRAINT_CLASS,FV0047,,,yes,yes,,high,S054,2026-07-13
PFM00431,PA029,F_DIMENSION_CONTEXT,FV0057,,,yes,yes,,high,S054,2026-07-13
PFM00432,PA029,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S054,2026-07-13
PFM00433,PA029,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S054,2026-07-13
PFM00434,PA029,F_SOLUTION_GOAL,FV0071,,,yes,yes,,high,S054,2026-07-13
PFM00435,PA029,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S054,2026-07-13
PFM00436,PA029,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S054,2026-07-13
PFM00437,PA029,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S054,2026-07-13
PFM00438,PA029,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S054,2026-07-13
PFM00439,PA029,F_STRUCTURE_LP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S054,2026-07-13
PFM00440,PA029,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S054,2026-07-13
PFM00441,PA030,F_VARIABLE_DOMAIN,FV0003,,,yes,yes,,high,S054,2026-07-13
PFM00442,PA030,F_OBJECTIVE_FORM,FV0011,,,yes,yes,,high,S054,2026-07-13
PFM00443,PA030,F_CONVEXITY,FV0019,,,yes,yes,,high,S054,2026-07-13
PFM00444,PA030,F_SMOOTHNESS,FV0028,,,yes,yes,,high,S054,2026-07-13
PFM00445,PA030,F_DERIVATIVE_ACCESS,FV0038,,,yes,yes,,high,S054,2026-07-13
PFM00446,PA030,F_CONSTRAINT_CLASS,FV0047,,,yes,yes,,high,S054,2026-07-13
PFM00447,PA030,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S054,2026-07-13
PFM00448,PA030,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S054,2026-07-13
PFM00449,PA030,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S054,2026-07-13
PFM00450,PA030,F_SOLUTION_GOAL,FV0071,,,yes,yes,,high,S054,2026-07-13
PFM00451,PA030,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S054,2026-07-13
PFM00452,PA030,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S054,2026-07-13
PFM00453,PA030,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S054,2026-07-13
PFM00454,PA030,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S054,2026-07-13
PFM00455,PA030,F_STRUCTURE_LP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S054,2026-07-13
PFM00456,PA030,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S054,2026-07-13
PFM00457,PA031,F_VARIABLE_DOMAIN,FV0010,,,yes,yes,,high,S023;S024,2026-07-13
PFM00458,PA031,F_OBJECTIVE_FORM,,,discrete,unknown,yes,,medium,S023;S024,2026-07-13
PFM00459,PA031,F_CONVEXITY,FV0022,,,yes,yes,,high,S023;S024,2026-07-13
PFM00460,PA031,F_SMOOTHNESS,FV0028,,,yes,yes,,high,S023;S024,2026-07-13
PFM00461,PA031,F_DERIVATIVE_ACCESS,FV0038,,,yes,yes,,high,S023;S024,2026-07-13
PFM00462,PA031,F_CONSTRAINT_CLASS,FV0047,,,yes,yes,,high,S023;S024,2026-07-13
PFM00463,PA031,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S023;S024,2026-07-13
PFM00464,PA031,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S023;S024,2026-07-13
PFM00465,PA031,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S023;S024,2026-07-13
PFM00466,PA031,F_SOLUTION_GOAL,FV0073,,,yes,yes,,high,S023;S024,2026-07-13
PFM00467,PA031,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S023;S024,2026-07-13
PFM00468,PA031,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S023;S024,2026-07-13
PFM00469,PA031,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S023;S024,2026-07-13
PFM00470,PA031,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S023;S024,2026-07-13
PFM00471,PA031,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S023;S024,2026-07-13
PFM00472,PA032,F_VARIABLE_DOMAIN,FV0003,,,yes,yes,,high,S021;S022,2026-07-13
PFM00473,PA032,F_OBJECTIVE_FORM,FV0011,,,yes,yes,,high,S021;S022,2026-07-13
PFM00474,PA032,F_CONVEXITY,FV0022,,,yes,yes,,high,S021;S022,2026-07-13
PFM00475,PA032,F_SMOOTHNESS,FV0028,,,yes,yes,,high,S021;S022,2026-07-13
PFM00476,PA032,F_DERIVATIVE_ACCESS,FV0038,,,yes,yes,,high,S021;S022,2026-07-13
PFM00477,PA032,F_CONSTRAINT_CLASS,FV0047,,,yes,yes,,high,S021;S022,2026-07-13
PFM00478,PA032,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S021;S022,2026-07-13
PFM00479,PA032,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S021;S022,2026-07-13
PFM00480,PA032,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S021;S022,2026-07-13
PFM00481,PA032,F_SOLUTION_GOAL,FV0072,,,yes,yes,,high,S021;S022,2026-07-13
PFM00482,PA032,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S021;S022,2026-07-13
PFM00483,PA032,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S021;S022,2026-07-13
PFM00484,PA032,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S021;S022,2026-07-13
PFM00485,PA032,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S021;S022,2026-07-13
PFM00486,PA032,F_STRUCTURE_LP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S021;S022,2026-07-13
PFM00487,PA032,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S021;S022,2026-07-13
PFM00488,PA033,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S003;S041,2026-07-13
PFM00489,PA033,F_OBJECTIVE_FORM,FV0013,,,yes,yes,,high,S003;S041,2026-07-13
